,review,ratio
1842, thought my room although clean and spacious was Dated reminded me of my mums front room in the late 80s Brown and dull no communication of reception staff on leaving hotel when checking out as in thankyou for staying at our hotel hope you had a nice stay have a save journey nothing which is probaly nothing to the average joe but its the last memory of the stay And if they want customers to come back theyed strengthen there chances by making there customers feel like they were there in the first place ,5.0
1843, Uncomfortable beds and be careful with the taps in shower especially on high floors very hot water and could scald if not careful ,3.0
1844, Staff in restaurant were rushed off their feet so didn t have time to answer any queries and therefore came across quite rude The restaurant was dirty with the windows in a desperate state The bedroom was in a poor condition and in urgently ineed of refurbishment The carpet had sections cut out and crudely replaced with other sections of carpet so no pattern matched and frayed edges ,1.0
1845, Only thing was the noise from the dlr and birds in the morning I was surprised how much noise was through the windows maybe just our room but apart from that amazing stay,3.0
1846, Staff themselves fine but sometimes seem a little swamped reception check in system seems very convoluted and slow Very large parties of tourists can mean queues quickly build up at breakfast or front desk ,7.0
1847, Room did not have a Window And i booked a normal standard room completely unacceptable Bathroom looked like a hospital toilet not a hotel room Breakfast was tasteless and not fresh Bread was even still a bit frozen Mushrooms probably from cans no fresh juices Also restaurant Windows were extremely dirty they looked like they havent been cleaned for months ,1.0
1848, Staff not very Knowledgeable didn t know best way to get to O2 Disappointed to be charged for another hours parking when we were 15mins late getting back L,7.0
1849, Breakfast options poor considering price Insufficient servings available at buffet bar considering number of guests ,1.25
1850, I felt I was misled by having to pay for parking The room was very basic and cold The breakfast was very average for the price The car park was not very well lit and had rubbish everywhere ,1.3333333333333333
1851, It took an age to get checked in as the assistant s printer wouldn t work There was no apology for keeping us waiting The bathroom wasn t all that clean There were also some very dubious looking women hanging around the hotel It gave the impression of being a convenient place to take someone picked up I wouldn t want to stay there alone as a woman ,1.0
1852, Mattress was worn out with springs poorly covered Decor looking rather tired Bathroom fittings from 1980s Noise from Docklands Light Railway ,1.0
1853, We had a mezzanine room with a staircase and a door at the lower level to another room I assume to create a suite if it were required I woke in the middle of the night thinking that someone was in our room They were not they were in the room below The soundproofing between the two was that bad I am not a light sleeper ,2.0
1854, ,0.4
1855, The rooms were not very clean at least how I expected they charged me double per a room and it showed lack of organisation ,3.0
1856, It was dirty run down over priced poor location some of the staff were friendly and some of them acted like they didn t even want to be there I wouldn t stay again it was offered to me for free ,1.0
1857, Your staff s attitude at reception Told to go to tesco for food due to technical fault in kitchen and no food available Refused a refund and option to checkout and left without food in hotel Your underground car park is a shambles and had to kick a rat away when parking The noise from the train outside is terrible and can be improved with proper windows The position of the tv on the wall is stupid from when you are in bed too ,1.0
1858, There is NO 4 star hotel Everything is old and destroyed No fridge in the room The cue to get a brakefast takes 30 min Just like the warming up time of energy saving bulbs in the room awfull,1.0
1859, Car park was narrow and looked uncared for Dents in the walls from previous visitors staff moving tables Noise from the DLR was fairly prominent Lack of standard plug sockets near tables desks,2.0
1860, Rear rooms facing the O2 are noisy from very early morning get due to the Heron Quay Line passing very close ,4.0
1861, There s hardly anything to complain about however must say it does get quite warm in the room so we had to have the fan on most of the time a little noisy but you get used to it also not as many plug sockets available in the room ,4.333333333333333
1862, Room was pretty basic considering we paid over 160 for it and that was a discounted price ,0.5
1863, The breakfast was just OK The Evening Meal was reasonable but nothing to write home about Only one plastic bitter on offer at the bar ,1.0
1864, We found that the staff who dealt with our check and the breakfast staff were unwelcoming rude and incompetent Breakfast was a shambles with large pot of coffee and tea left on all the tables for the whole morning for all guests no fresh tea or coffee the table was not cleaned and the breakfast bar looked unappetising We walked out of breakfast and went elsewhere Although it says there is a choice of restaurants only one was open in the evening We met a couple who had been given a room that was already occupied and with a key that let them into the room ,1.0
1865, The staff knocking on the door so often when there is a do not disturb sign up and walking in while I m in bath,4.0
1866, First impression of the room was quite nice although you don t have to look hard to see that the d cor is looking a little tired You only get 20 mins free Wi Fi that s pathetic really compared with other hotels I could get more than that at my railway station Worst of all was the experience at breakfast the staff were unwelcoming and apparently unwilling to communicate beyond mumbled replies you couldn t hear The queues were long and slow and down a central aisle next to guests trying to eat their breakfast all the food was around one central service area so whether you wanted hot food cereal or fruit you all joined the same queue so unless you wanted to cut in later you had to get everything together and hope you made it back to your table with everything still in bowls or on plates A lucky few seemed to get hot drinks brought to them others were left to work it out for themselves I m glad I only stayed one night the thought of having to endure another breakfast debacle would have been too much I ve had better experiences at Holiday Inn ,0.6666666666666666
1867, Rude and poorly trained staff they have no customer service skills No water in the room I asked for water at reception and I was told I had to buy it from the bar for over 2 Had to queue for 20 minutes to get to the bar No staff around to offer any help Everything is an extra charge including advertised facilities and Wifi Cheap to stay at but I would pay more to stay anywhere else ,1.5
1868, A little expensive for the quality of the room Room needed redecoration air conditioning didn t work Table in the room was marked Just expected a bit more for the price,2.0
1869, The room was really jaded and badly in need of a makeover refurb The wall paper was badly stained the furniture was all badly scratched The bed was hard and the bathroom sink area had been painted black but there were peoples names scratched in the paint Having been told this was an upgrade I dread to think what the lower grade rooms were like ,2.0
1870, ,3.0
1871, Dated room would not pay a full price We found beds to be a bit tiny and mattresses are hard for a good night sleep Old windows nose from DLR Breakfast could be better ,10.0
1872, the onsite indian restaurant is very dated staff seem rushed off even with minimal customers Not experienced overall Food does not get delivered as per menu description dissapointing lets the overall hotel impression dowm ,2.0
1873, The bed was hard But the worst thing was breakfast Disorganised chaos the cooked breakfast and cold items were all in the same area which meant guests were having to line up like cattle Then other guests that wanted hot water or hot milk had to ask people to move so they can get to these ,3.0
1874, I found the staff on the reception desk quite abrupt at times only giving the information they were asked to provide and going no further Room service didn t cope with two of our orders and a breakfast came without jam or fruit and no refund was offered Basically coffee and a croissant with five pieces of butter for 14 50 plus an extra 5 for the room service In the spa the in spa shower was burning people as the cold tap didn t work the restaurants were closing a good half hour on Friday and Saturday nights before they were advertised to take last orders This left one basic restaurant open which was not delivering 4 star food options Overall the staff seemed demoralised and unhappy and I wouldn t be surprised if there is a serious management issue underlining the problems at this hotel It should be a lovely place ,0.75
1875, This hotel is completely misrepresented This hotel would be lucky to rate 2 star The room had no fridge no safe but for 5 ponds you rent a safe deposit box in the lobby which if you want to access you wait in the general queue The restaurant was closed for dinner on 3 out of 6 nights and they charge 5 pounds to deliver room service the main bar only opened at sporadic times They offered a smoking room which was not available When question about the standard of the hotel the staff responded with a take it or leave it attitude The hotel charges 85 pounds for a taxi to Heathrow while a local car company charges 45 pounds I will never book a Britannia Hotel anywhere ever again The owner must rate his own hotels because there is no way in the wide world this is a 4 star establishment ,1.0
1876, A little big and impersonal and the breakfast was not great and I didn t like having to pay for Internet access ,1.5
1877, ,2.0
1878, The room was not so much clean the was problem with the shower And there was some noise in the room Breakfast had limited options ,0.6666666666666666
1879, Hotel staff were arguing with customers in reception and we re quite rude there was a hair in our bath and several hairs on towels when the cleaners came the next day everything was exactly the same so nothing had been cleaned ,4.0
1880, Some noise from the DLR but then that s why this location is also good ,1.0
1881, Booked a Double Room but found out when I arrived back from a late theatre show that I actually was given a twin put together and had the most uncomfy sleep in a hotel like this Hostel were more comfy explained to reception and they were not helpful or understanding and said that ALL hotels are like this I had to quickly and abruptly correct this receptionist and explained that i regularly stay overnight in hotels due to both Business and leisure purposes The Manager was kind enough to understand and offered me an option Thank you Jason train your staff in Customer Service I train professionally to most hospitality industries staffing ,3.0
1882, ,2.6666666666666665
1883, There were two square covered in a tape in the ceiling one is hanging down and the other was taped I was a bit embarrassed with my 3 guest from America because of it they like the hotel but disappointed No bottle of water or sleepers Sorry,3.0
1884, No biscuits No earl grey teabags very tight with the coffee milk etc ,1.3333333333333333
1885, Long delay 1 hr for evening meal Staff were good and kept us informed why there was a delay Chef off sick and gave free starter to compensate ,1.0
1886, Extremely poor hotel mamagement on every level Our room had no windows or air con The extractor fan was very laud and the air quality was horrible and musty Do not make the mistake at staying at this hotel Still no compensation has been given after the manager agreeing with me at the time ,1.0
1887, Breakfast didn t offer tea cups Coffee everywhere but tea you had to make yourself in small coffee cups Breakfast assortment quite limited for a hotel of this standard ,1.0
1888, The hotel has had plenty of money thrown at the foyer but don t let that trick you The rooms and adjoining hallways plus lifts are old antiquated and smell of stale cigarette smoke The location is not conducive to anything London has to offer except if you are going to work in canary wharf,1.0
1889, There are vents which are controlled centrally and turn off at 11pm and on at 6 30am They make sleeping outside this time difficult due to the noise ,1.0
1890, Tired dated and not as clean as I would have liked Staff doing bear minimum no service received Basin in bathroom blocked and not draining properly didn t dare use the shower ,0.5
1891, Very much in need of a refurb and the cooked breakfast needs to be improved as standard does not fit stars of hotel Would not pay for a night with breakfast again would go elsewhere to eat ,2.0
1892, I d booked a room for 2 people my fellow traveller wasn t with me due to health reasons but I hadn t informed the hotel of this however once I d checked in I d found my room was actually a single bed in a tiny room which was swelteringly hot After an uncomfortable nights sleep I went down to breakfast after upgrading to include breakfast for a whopping 15 I was greeted by the most disgusting breakfast buffet I d seen It was grubby the meat was swimming in fat all of the food was tepid I could only bring myself to have a piece of toast The original victorian fixtures and amazing wooden panelling in the foyer do not make up for the appalling stay I had ,0.5
1893, The hotel is very shabby There is a new refurbished part but the room was small and basic The aircon blasted uncontrollable cold air noisily until 11pm then started again at 6am The toilet flush broke and the electric sockets weren t fixed properly to the wall ,1.0
1894, There s a sailing fan in the room making noise the whole night and the staff could not turn it off So I slept in a room with all the noise The room is not suitable for living yet They need to sort out the fan problems In the morning 7 30am the cleaner began to knock every door no matter u are sleeping or not It was a terrible experience living there ,1.0
1895, Impersonal hotel for large groups Breakfast not well managed hard to find a clean table 15 min queue the second morning due I suspect to coach party with an 8am departure ,3.0
1896, No bus pickup as described in tourism brochures held by the hotel Lifts slow Location poor from train especially for elderly,2.0
1897, Queues at the check in reception Breakfast was not very fresh,1.6666666666666667
1898, The fact I had to pay more this time no B B deal for the price I had last time Would like advance notice of offers,3.0
1899, The parking was too expensive also there are no free parking available wifi only free for 20 mins then you have to pay after no free breakfast included in the price as it was very expensive,2.0
1900, Unfriendly staff poor bathroom with moist stains on ceiling Apparently use of the gym and a towel was not included in the steep price I m sure this used to be a fantastic hotel a long time ago ,1.0
1901, I am very unhappy with the stay we had here We checked in for a night s sleep and the room was right by the DLR stop so it was REALLY NOISY Nobody told us this and we only managed to sleep between 1am 5am when the DLR wasn t running My partner tried to get us moved when we checked in but they fobbed us off then I called angrily at 5am and they moved us but the new room was dirty and also noisy Awful stay I complained and got nowhere My 8am meeting was a shambles as I was so exhausted At least places like Premier Inn have the Good Night Guarantee so if you don t sleep they refund your money I asked about this and was fobbed off by the staff at the hotel Terrible place Dirty noisy rooms and rude unattentive staff ,1.0
1902, ,2.5
1903, the lifts need maintainence the windows in the bar area need refurb breakfast should be included in the price whether or which,2.0
1904, Bed was a little too firm for me REST OF ROOM GREAT no complaints ,1.75
1905, I had a group of business clients and their rooms were not ready although we booked the night before already so that they could be able to check in very early it was communicated to the hotel as well as the correct dates and they confirmed it by email all in order but nothing was as per the email no changes made and were advise of no shows even after the email confirmation that all is in order the clients were not happy and they were all VIP s I looked bad at the end of the day Will not use the hotel ever again unless I have no choice,1.0
1906, We ve stayed here twice now and both times the mattresses have been awful We had a twin room the first time and was hoping that the double on the second occasion would be better but sadly not It really does put me off staying here again The last time the lady checking us in was pleasant enough but the first time I found some of them quite rude to other guests Generally no one seems bothered about any one or any thing ,1.3333333333333333
1907, Booking com indicated free Wifi but that is only for 20 minutes Description at Booking com should indicate this Hotel urgently needs refurbishment One light failed an shower gel became empty not observed by staff ,2.0
1908, The room was absolutely freezing I was told the heating was off for the time of the year In the bathroom the hot water tap at the sink wouldn t work and I had to boil some water for a hot shave At 6 30 am I was wakened by the horrendous sound from an air vent in the ceiling I assumed it would go off after a few minutes but two and a half hours later it was still on It was so loud the tv could only be heard when the volume was at level 50 When I booked out there was no duty manager to complain to I will never return to this hotel ,1.0
1909, Looks like it was decorated in 1984 Expensive breakfast long winded check in 0300h in the morning Messy expensive carpark no mini bar EXPENSIVE,1.0
1910, It s run down needs to be totally refurbished and its dirty it s a disgrace maybe it was 4 10years ago but now it s 2 at best Booking com should not be selling it as 4 Hotel it s a disgrace to your company too if I could rate it lower I would ,4.0
1911, Way too many people in the hotel lobby and 2 of the restaraunts I think they were on package tours I ate in the Indian just to get somewhere peaceful ,3.5
1912, My flight into Heathrow was late and I arrived just before midnight at the hotel having previously booked a single room through the website I hadn t had dinner and was very hungry I was told that the restaurant that was advertised to be open until 1 am had been closed down The advertisements running on the television above the reception still had it as one of it s features I asked whether I could please have a quiet room and the receptionist said I could He didn t say anything else about the room I was a bit shocked when I was given an extremely small room without a window There was an airshaft in the ceiling with a grille and I wondered what it was for At about 5 30 a m I was awoken by a very loud noise It turned out to be a blast of cold air coming through the airshaft I looked for a button in the room to see whether I could switch it off but there was none It didn t stop and it was so loud that it was impossible to go back to sleep It was unbelievable I told the reception in the morning requesting a reduction in price It was 125 pounds and I was told they could only give 10 reduction I didn t feel that this was adequate and the receptionist said there was nothing that he could do He said I should write an email to customer services I have done this but don t have a reply yet ,1.0
1913, Very outdated and beds are very uncomfortable Tried to shorten my stay but they collected all the money upfront so I was trapped once I arrived ,1.0
1914, The staff is poorly trained which results in slow check in Bin bag has not been replaced with baby nappy still in and the room and bed reeked of mould Elevator door can t shut properly and card key needs to be swiped at front desk every time before use ,3.0
1915, The front entrance carpets are filthy and should be replaced It is not the first time I have stayed and the staff at the front desk are miserable and stressed One was hovering and watching and interfereing with the man booking me in and it was clear animosity between them That was really not pleasant to arrive to There was no welcome at all No good evening No conversation It made me feel quite uncomfortable This needs to be addressed rapidly as this is the first impression and several times now I have had the same miserable arrival at this hotel I travel a lot and have never had it anywhere else The rooms are dated and furniture needs a good painting and lightening up ,1.5
1916, The beds were terrible and it seemed that the mattress had been there for about 10 years They were uncomfortable I had a room that had no view at all The website did say they had such rooms and I did not pick that one the staff on a face to face were not as courteous as on the phone ,3.0
1917, ,0.6666666666666666
1918, We could hear all activities of all of our neighbours and the air con was noisy felt like old ,5.0
1919, Booked a room with a double bed and for the second time running we were given 2 single beds tied together so this would appear to be acceptable as a double bed Very uncomfortable for the cost ,1.0
1920, Too expensive didn t think the customer service was very good I ordered room service twice went to order it last morning for my breakfast was 5 mins before the end of breakfast and they wouldn t deliver it I was discussed as I had paid for it not happy as we don t get a refund why have yo pay that much money for breakfast if we can t get it back if we don t have it Should be able to use it another time at least Also couldn t get WiFi up needed it for two days I was there and didn t work ,3.0
1921, the taps in the bathroom were falling apart the bath mat was disgusting overall the executive suite needed updating and decorating in the evening we sat in one of the bars no music and very little atmosphere ,1.0
1922, Hotel is tired Looks exactly what it is 1980 s Breakfast process is poor Buy a ticket for 10 or add it to your bills 13 50 Restaurant staff want to clear you out the moment you arrive Breakfast is 1970 s Little Chef Hardly cutting edge capital city ,3.0
1923, This hotel is completely disorganised One evening I could not even get hold of room service for in house dining even though I contacted the front desk on three occasions The hotel managed to lose my laundry although this was finally delivered albeit late I considered contacting the general manager but thought better of it as I half expected Basil Fawltey to turn up ,1.0
1924, I booked a double bed with a window paid extra to avoid a room without window but got a twin room with no window there was a queue of around 15 20 people to checkin and the staff were very slow i had to wait more than 30 minutes staff need basic training in customer service most of them cudnt understand english and had to call thier supervisor to answer a question while i was checkin out the lady at the counter appeared very rude and she dint even bother to look at my face ,1.5
1925, Looks like a very old hotel not refreshed since long with quite low middle food quality and poor comfort facilities no free internet in the room thus not worth the price ,1.0
1926, very cold and very loud 60 decibels room due to ventilation system been told they can t adjust it won t stay there again unless I can be assured I won t be in rooms without individual air con again ,1.0
1927, Breakfast staff were unfriendly with no indication of how their system worked The only words spoken having arrived at the breakfast check in was find yourself a table The food quality was not very good The breakfast experiience was the downside of our stay ,3.5
1928, Far from Tube and Centrum Really old Hotel it should to be totally refurnished all is really old and overused Breakfast 13 50 pp wifi 24h 14 They ripp you really off My Room was 189 instead 440 but it worths never this amount Staff is not friendly and not helpful they wants only your money ,2.0
1929, Furniture and decor could do with updating looking tired and even had some 3 pin plug sockets so couldn t charge my phone on the bedside table ,3.0
1930, It was not a bad experience but I found it difficult to understand what the staff were saying at the reception desk and I don t know whether they understood me at times Also the restaurant said they said it would be a long time before we got served at twelve thirty pm because they had a lot of orders I found this a bit strange at that time of night although the restaurant was due to close in half an hour We went to bed hungry It was not very welcoming ,2.0
1931, No free wifi having to buy vouchers to use internet is not great Wifi should be part of a package now staying with hotels ,6.0
1932, The hotel was old worn and run down the receptionist was rude the room was tired and old the bed uncomfortable and the parking costs disgusting to park in a underground hole filled with furniture for the hotel,1.0
1933, No space in the car park Shower not very good difficult to get temperature right Bath towels not very big ,0.5
1934, aircon in the room was direct on the bed therefore useless it was impossible to regulate the hot water temperature in the bathroom hotel is quite run down,3.0
1935, The room felt grubby so I did not unpack and the carpet felt dirty underfoot The dinning area was old and shabby and the hotel needed an overhaul The food was about average The worst was the DLS overground train service which stopped around midnight but started up again around 5am Was woken by the train each morning and waiting at night for the train to stop before sleeping Would not recommend a visit ,0.75
1936, The cleaning was not done daily and when I called in at reception to complain I was received with rude comments by the person that answered the phone The linen was not changed daily and empty bottles were not put away in the bin The restaurant was constantly closed yet it was said they open until late The door key kept not working or had some form of dysfunction to it ,1.0
1937, I felt the bar area to be tatty and dowdy the choice of furniture needed to be uplifted and more comfortable The room was expensive and breakfast was not included although we did have to leave particularly early ,6.0
1938, The staff are not well trained which made almost every interaction frustrating as many things had to be either redone or amended As a frequent traveller I would not stay here again,1.0
1939, Unfortunately while booking we didn t notice that the wifi was not free of charge so bad ,1.75
1940, My room had no window and no heating whatsoever But a cold air was blowing from the radiator which made the room even colder When asked the staff gave me an electric heater but it eats up the oxygen in the room and by morning I had a sore throat The breakfast was extensive though the bacon was fried to hard ,2.0
1941, Some of the decor was a little tatty and needed upkeep Staff didn t speak clear english but were friendly ,3.0
1942, When I arrived the only rooms they offered were 1 smoking couldn t take as I have asthma or 2 room with no window I have claustrophobia so this was disastrous but had no choice Then in the morning the fire alarm went off took the fire exit route junk in all the stairwells no exit to the street came into the restaurant and lobby Finally able to ask the front desk who said the alarm was a mistake but no one went to tell the poor people standing around in their jams ,1.0
1943, Wifi is 7 per device per day 150 for a week for my three devices I E roughly the cost of another hotel room This is crazy for a hotel that caters to businesspeople I met many others like myself working in the lobby till 2 am as a result Decor is quite odd indeed at times unsettling In house restaurant poor in quality and service ,1.0
1944, All is very formal no proper place to eat as posted located in not very pleasant area with traffic not many smiles from staff as expected ,1.0
1945, Bed was uncomfortable room was very dated and would not say it was a 4star hotel more 3 star and that is being generous Only 20 minutes free Wi Fi and the leisure facilities were dated and needed some money spending on it not only that you also had to pay to use it ,3.0
1946, Room was quite noisey Room was in need of repianting and general overhaul TV was lopsided on wall and poorly placed No selction of movies to choose from no pay as you go TV available No fridge in the room Glad the price was as stated I would have been very unhappy to have paid anymore for this type of room and the consiton it was in Very poor fruit selction at breakfast time For a 4 star hotel rating is surprising I would rate this as a 3 star hotel ,0.75
1947, Hotel was tatty Queue for check in and check out really long and slow Restaurant service was without a smile a little slow and I was unnecessarily sat in a remote corner out of view and cramped,1.0
1948, I was extreamly unhappy with my stay at brittania Staying in a room which was dated and extremely poor standards of clenlinness Being woken up by cleaners passing by door with high pitch screeching from cleaning trolley not being able to close window as passing trams keeping me awake ,1.0
1949, It was awful I ve written to the company director staff were terrible very dirty hotel air conditioning cold in room with no controls when asked about it they said nothing they could do about it room was freezing The breakfast was cold lipstick on clean teacups told staff they could care less just shrugged their shoulders then we had to find our own clean cups coffee and food was awful with funny aftertaste would never go there again I stayed in cleaner better youth hostels for 20 pounds this 192 for a night Disgusting and not happy at all has put me off using booking com also if this is the standard of hotel you are putting on your site ,1.0
1950, much queuing when booking in only 2 staff on during rush hour,2.3333333333333335
1951, The old paintings and decor made us feel this place was haunted Rooms are tiny and beds are not that comfy more like a spring bed spring bed than a firm Good to stay for couple hours but not over night parking is a nightmare and was an additional 20 to park with them which seemed like a set up when you have booked to stay with them Last option for us to ever book again ,2.0
1952, The pillows had to pay for breakfast wi fi,6.0
1953, Breakfast was not the greatest buffet style basic selection ok if you were a coffee drinker pot of coffee on all the tables tea drinkers had to take there cups to the hot water urn and make there own tea bags were beside the urn to save me getting up and down as I did on my first day I made two cups at the same time I did not book breakfast with my hotel booking but on arrival was asked at reception if I would like vouchers at a reduced rate as this was a reasonable saving I got them for the duration of my stay It was the day before I left I realised that there were some places nearby that did breakfast I will know next time,1.0
1954, Very old furnhing and outdated no wifi very disappointed in the Morden world I requested for 2 single beds and was given one bed to share with a friend My request was well documented ,0.5
1955, Bathroom wasn t the best but did have a shower and a bath ,4.0
1956, The shower was broken there is no please don t disturb tag in our room and they rang twice every morning to ask cleaning yet after we leave at 2ish pm there is no longer a cleaner ,2.0
1957, Staff restaurants in the hotel were badly run we weren t allowed to use pool and leisure facilities after spending an awful lot with the company ,0.3333333333333333
1958, Although described as a twin room it was two small prob 2 6 single beds pushed together,5.0
1959, Staff attitude reception staff were very surly especially the member of staff who booked us in after asking for directions we were told just turn right no indication of where to go after turning right out of hotel but didnt persue this as the girl on the front desk the same one who booked us in made it obvious she wasn t interested no toilet roll in room apart from the last few sheets of a used roll we also asked staff in the bar if we could have extra teabags for the room and were told quite curtly go to reception seems the staff need training in customer service this didnt apply to all staff as some were very polite but the ones who were inpolite left a lasting impression of the hotel staff as a whole ,2.0
1960, My friend and I asked for a twin room we were given a Double bed that split very small I asked to have another room After explaining I was told to morrow I could request a move Much BetterTwin room Roomier why could this not have been done in the first place I also asked for a walk in shower only to be told only available in Disabled rooms I would not recommend this hotel ,1.0
1961, wifi not being free was a surprise compared to my previous trips when it was free 20 min first time is hardly good and surely not the right message for a business traveller,0.3333333333333333
1962, We were clearly given a room for people with a disability However this meant that the sink and mirror were too low for able bodied people standing and made getting ready difficult The room was more basic than a premier inn so if you just want to put your head down and spend no time in your room it was ok for sleeping only ,3.0
1963, ,2.0
1964, The staff were like robots no expression what s so ever room was terrible could really do with a more up to date look really back dated Decore The bed was so uncomfortable didn t help my back I really wouldn t recomend this hotel to any body Ramada in the dock lands much cleaner more modem with great staff and views plus free parking ,1.0
1965, Noisy fan in bedroom ceiling above bed You cannot turn it off It stopped at 11 00pm and starts up at 6 30am like clockwork Breakfast not open until 7 00am You have to pay extra to use the gym I think the man said 10 50 ,3.0
1966, My stay at the Britannia hotel was ridiculously horrible and I literally had to check out at like 1am cause the room smelt badly and the bed wasn t what we expected Thanks for ruining my honeymoon,0.2727272727272727
1967, Nothing apart from the beds being a bit narrow ,1.3333333333333333
1968, The staff are unfriendly unhelpful and quite surly my family stayed here 17 years ago night before my wedding and it was better then,1.0
1969, The bed was shocking A poor quality mattress that had seen better days probably in ww2 I even ended up putting the mattress on the floor to try and get better support Worst night s sleep I have ever had in any hotel Waiting to see if I get a response to the complaint I raised ,1.0
1970, We felt the bedroom and bathroom were both good We lacked a fridge and could have done with one Suggest you provide a small fridge in each bedroom Also a safe in the cupboard for valuables ,3.0
1971, The water in the shower bath was lukewarm Not hot enough Air conditioner was full blast in the basement room and unable to regulate the temperature in th eroom,2.0
1972, Paid Wi Fi A hotel of this category ought to offer free unlimited Wi Fi Outside windows still need cleaning,6.0
1973, The Wifi policy was confusing inconsistent and otherwise incorrect with written and verbal communications We found a silverfish on the bed The soundproofing of the walls could here the neighbours talking and windows trains were unacceptable ,1.0
1974, The hotel is very dated The bed was extremely small and not very well presented The frame was old and not the style expected for the type of hotel The bath shower mixer made getting the temperature right hard ,7.0
1975, The only thing that was a problem was the length of time spent waiting for a lift The second day one was out of order The third day two were out of order The hotel has 12 floors so that could be a problem ,1.75
1976, The hotel bedroom and windows are in desperate need for refurbishment as they had gaps around the window seals also the double glazing had broken down the noise of the trains only allowed us to have a maximum of about 4 5 hrs sleep during the night the noise was horrendous possible the noisiest hotel my wife and i have ever stayed at A reimbursement of costs would be a good gesture ,1.0
1977, the beds were uncomfortable and there was a boiler fan in the room making an almighty racket It prevented me from sleeping most of the night and couldnt be turned off I wouldnt stay here again ,1.0
1978, I didn t like the way of treating customers especially when the manger called seeking their money for the night I was going to stay with them although I just told one of his staff that I am going to pay for that night after 30 minutes l tried to make joke with him then he said I will get you out of the hotel and that was I think very rude from him to a customer staying with them All in all he is still has to serve his customers well and politely never the less how they react ,1.6666666666666667
1979, The cleaners woke us up at 07 30 even though we didn t check out till 11am Other then that nothing wrong with the hotel,2.0
1980, Ordered a double room but had two single beds pushed together a bit uncomfortable Room service expensive brought the wrong order and was a bit rude about it Gym staff were a bit clueless ,3.0
1981, I had booked initially a single room and never seen in my whole life a 4 star hotel offering a rudimentary single bed with the room just the size of the bed that s scandalous Never thought that room that size existed in any hotel even motels are much more spacious I had to pay 20 extra per night in order to upgrade with a queen bed that s just even more scandalous Decor is dramatically old style old fashion not at all the image of brand new Canary Wharf While I travel a lot I had never seen a hotel where you would pay extra for a late check out that is just by 1 hour check out time was 11am and had to negotiate hard to allow me until 12pm as I had an important meeting in the morning before I could check out So disappointing no 4 star stance for sure and no value for money at all definitely overpriced for the basic comfort and bad service Expensive hotel rooms which are clearly overvalued and not worth the money ,2.3333333333333335
1982, Location difficulty in finding streets entrance to hotel Slightly worn in places for instance bathroom door but nothing major ,2.0
1983, As a non smoker I could smell cigarette smoke all along the corridor where my bedroom was located Breakfast was dire served by staff who were unfriendly and could not be bothered ,2.0
1984, Room furniture old could not see television from bed or chairs you had to stand at door to see car park to hard to get in or out charged 21 stirling at breakfast still waiting for cup of tea food poor,1.0
1985, Very grubby empty bottles and dirty cutlery left in corridors Lift foyers needed vacuuming Wall paper in room peeling and stained laminated wood on door flaking off Brass panels around the lift needed cleaning ,1.0
1986, Terrible service I had to wait over an hour for an iron and ironing board to be delivered to my room Too few lifts I was waiting 20 minutes to get on the lift to my room The room I stayed in was in dire need of being refurbished Marks and tears across the walls One of my bathroom towels was dirty My bed sheet had stains on The windows were very small and nothing could be seen outside I was on 3rd floor ,1.0
1987, 1 This is our 4th visit to the hotel and fourth room occupied so I can confirm that the so called air con is in fact either a air circulation system and not air con as advertised or it is simply broken as none of the rooms have cooled below the hotel ambient temperature which on this visit was 24 degrees ,3.0
1988, i would like ask for number of room service but I asked 4 staffs which include receptionist And waiting staff nobody know the number for room service,1.0
1989, Rooms were in need of decorating reception staff were not helpful breakfast was poorly maintained air con didn t work window wouldn t close properly so had outside noise ,3.0
1990, The breakfast was shockingly bad value for money but as there was only a subway nearby we thought it best to have breakfast in the hotel before we left on our travels Bacon and hash browns were over cooked Only coffee on the table and although the tea was unlimited I had to keep getting up to refill my tiny cup We had dinner twice in the Pizzeria during our stay and was very nice indeed Still slightly expensive but expected for London On day of checkout the maid entered our room TWICE while we were getting ready to leave Do they not receive a list of room numbers who are checking out that day ,1.0
1991, You need to have an adapter to connect your cable to the electrical sockets because it is not on the standard and when I asked the concierge desk they said you have to pay 5 ,1.0
1992, Didn t like the fact that I couldn t hold my deposit with a debit card but could pay for my stay with it Also the lack of hot water and pressure of the shower was terrible ,1.6666666666666667
1993, The Staff on check in were so rude Despite having stayed at the hotel previously the lady at reception even asked me if I had she was disgustingly rude to me The lift s are the slowest thing imaginable and with one out of service I waited 15 minutes for a lift I would have walked but I was on the 8th floor and my partner is recovering from knee surgery The steam room was not working but the lady in the gym again so rude insisted that we paid the 4 to use just the sauna needless to say I will never waste my money staying again Rude Staff facilities not working and the maid knocking on the door 5 times before check out time to ask if she could clean the room I have had better service in a Travelodge ,1.0
1994, You need to look beyond the tired decor and wonky lift It is still a great hotel and the rooms are a fabulous size for a double I have stayed in lots of London hotels and for the money trust me this is a bargain ,6.0
1995, The hotel is looking tired and could do with some refurbishment in places Some stair case carpets are worn and the pool spar area needs some urgent attention ,2.0
1996, Parts of the room were looking a bit tired Seemed to a problem with the lifts they took a long time to come ,0.5
